text,language
For some unfathomable reason the response team didn't consider a lack of milk for my cereal as a proper emergency, English
After coating myself in vegetable oil I found my success rate skyrocketed, English
The efficiency with which he paired the socks in the drawer was quite admirable, English
I trust everything that's written in purple ink, English
I'm not a party animal but I do like animal parties, English
I've never seen a more beautiful brandy glass filled with wine, English
Everything was going so well until I was accosted by a purple giraffe, English
There's a growing trend among teenagers of using frisbees as go-cart wheels, English
You have no right to call yourself creative until you look at a trowel and think that it would make a great lockpick, English
I can't believe this is the eighth time I'm smashing open my piggy bank on the same day, English
There's probably enough glass in my cupboard to build an undersea aquarium, English
I'm worried by the fact that my daughter looks to the local carpet seller as a role model, English
My secretary is the only person who truly understands my stamp-collecting obsession, English
It's never been my responsibility to glaze the donuts, English
